state,gender,year,name,number,row_num
TN,F,1919,Mary,2001,1
TN,F,1919,Dorothy,621,2
TN,F,1919,Margaret,587,3
CO,M,1919,John,394,1
CO,M,1919,Robert,358,2
CO,M,1919,William,339,3
IN,F,1919,Mary,2209,1
IN,F,1919,Helen,1018,2
IN,F,1919,Dorothy,812,3
LA,F,1919,Mary,1164,1
LA,F,1919,Dorothy,418,2
LA,F,1919,Helen,360,3
CT,M,1919,John,1005,1
CT,M,1919,Joseph,706,2
CT,M,1919,William,589,3
NH,F,1919,Mary,181,1
NH,F,1919,Dorothy,113,2
NH,F,1919,Ruth,112,3
IL,F,1919,Mary,3395,1
IL,F,1919,Helen,2264,2
IL,F,1919,Dorothy,2202,3
NE,M,1919,Robert,506,1
NE,M,1919,John,449,2
NE,M,1919,William,344,3
SC,F,1919,Mary,1616,1
SC,F,1919,Annie,692,2
SC,F,1919,Margaret,479,3
RI,F,1919,Mary,410,1
RI,F,1919,Helen,186,2
RI,F,1919,Dorothy,183,3
ME,F,1920,Mary,311,1
ME,F,1920,Dorothy,236,2
ME,F,1920,Ruth,200,3
NE,M,1920,Robert,679,1
NE,M,1920,John,456,2
NE,M,1920,William,391,3
OH,F,1920,Mary,4232,1
OH,F,1920,Helen,2345,2
OH,F,1920,Dorothy,2321,3
WA,M,1920,Robert,802,1
WA,M,1920,William,505,2
WA,M,1920,John,461,3
DE,M,1920,William,167,1
DE,M,1920,John,160,2
DE,M,1920,Joseph,97,3
ND,M,1920,John,299,1
ND,M,1920,Robert,263,2
ND,M,1920,William,171,3
HI,F,1920,Mary,102,1
HI,F,1920,Helen,76,2
HI,F,1920,Dorothy,72,3
LA,M,1920,John,913,1
LA,M,1920,James,869,2
LA,M,1920,Joseph,745,3
SC,F,1920,Mary,1615,1
SC,F,1920,Annie,687,2
SC,F,1920,Margaret,510,3
FL,F,1920,Mary,626,1
FL,F,1920,Dorothy,299,2
FL,F,1920,Margaret,230,3
NE,F,1920,Dorothy,587,1
NE,F,1920,Mary,516,2
NE,F,1920,Helen,467,3
ME,M,1920,Robert,288,1
ME,M,1920,John,215,2
ME,M,1920,Charles,172,3
AR,F,1920,Mary,1206,1
AR,F,1920,Dorothy,414,2
AR,F,1920,Ruby,411,3
IN,F,1920,Mary,2394,1
IN,F,1920,Helen,1055,2
IN,F,1920,Dorothy,958,3
VA,F,1920,Mary,2046,1
VA,F,1920,Virginia,849,2
VA,F,1920,Margaret,825,3
IN,M,1920,Robert,1850,1
IN,M,1920,John,1229,2
IN,M,1920,William,1196,3
GA,M,1920,James,2749,1
GA,M,1920,John,1819,2
GA,M,1920,William,1743,3
NC,F,1920,Mary,2674,1
NC,F,1920,Annie,939,2
NC,F,1920,Margaret,925,3
VT,M,1920,Robert,139,1
VT,M,1920,John,120,2
VT,M,1920,Charles,89,3
SD,F,1920,Dorothy,282,1
SD,F,1920,Mary,229,2
SD,F,1920,Helen,218,3
MI,M,1920,Robert,2205,1
MI,M,1920,John,1745,2
MI,M,1920,William,1567,3
MO,M,1920,William,1453,1
MO,M,1920,John,1361,2
MO,M,1920,James,1273,3
TX,F,1920,Mary,3192,1
TX,F,1920,Dorothy,1573,2
TX,F,1920,Helen,965,3
CA,M,1920,Robert,1821,1
CA,M,1920,John,1309,2
CA,M,1920,William,1211,3
MN,M,1920,Robert,1305,1
MN,M,1920,John,918,2
MN,M,1920,Donald,736,3
NV,M,1920,Robert,40,1
NV,M,1920,William,30,2
NV,M,1920,John,27,3
NJ,F,1920,Mary,1885,1
NJ,F,1920,Helen,1542,2
NJ,F,1920,Dorothy,1179,3
MS,M,1920,James,1574,1
MS,M,1920,John,981,2
MS,M,1920,William,879,3
AL,M,1920,James,2298,1
AL,M,1920,John,1441,2
AL,M,1920,William,1330,3
MA,M,1920,John,2700,1
MA,M,1920,William,1715,2
MA,M,1920,Joseph,1662,3
DE,F,1920,Mary,165,1
DE,F,1920,Dorothy,106,2
DE,F,1920,Margaret,81,3
DC,M,1920,William,287,1
DC,M,1920,John,248,2
DC,M,1920,James,223,3
CO,M,1920,Robert,479,1
CO,M,1920,John,469,2
CO,M,1920,William,405,3
KY,M,1920,James,2158,1
KY,M,1920,William,1662,2
KY,M,1920,John,1138,3
ID,F,1920,Mary,209,1
ID,F,1920,Dorothy,168,2
ID,F,1920,Helen,161,3
WV,M,1920,James,969,1
WV,M,1920,William,910,2
WV,M,1920,John,831,3
AZ,F,1920,Mary,281,1
AZ,F,1920,Maria,130,2
AZ,F,1920,Helen,89,3
TN,F,1920,Mary,2076,1
TN,F,1920,Dorothy,691,2
TN,F,1920,Margaret,639,3
WA,F,1920,Mary,544,1
WA,F,1920,Dorothy,440,2
WA,F,1920,Margaret,346,3
KY,F,1920,Mary,2339,1
KY,F,1920,Dorothy,873,2
KY,F,1920,Margaret,591,3
NC,M,1920,James,2964,1
NC,M,1920,William,2081,2
NC,M,1920,John,1783,3
AZ,M,1920,John,172,1
AZ,M,1920,Robert,140,2
AZ,M,1920,Frank,134,3
CT,M,1920,John,1037,1
CT,M,1920,Joseph,743,2
CT,M,1920,William,626,3
MD,M,1920,William,1020,1
MD,M,1920,John,895,2
MD,M,1920,James,745,3
MS,F,1920,Mary,1557,1
MS,F,1920,Annie,656,2
MS,F,1920,Willie,432,3
MT,F,1920,Mary,311,1
MT,F,1920,Helen,245,2
MT,F,1920,Dorothy,192,3
CT,F,1920,Mary,970,1
CT,F,1920,Helen,706,2
CT,F,1920,Dorothy,455,3
GA,F,1920,Mary,2538,1
GA,F,1920,Annie,1048,2
GA,F,1920,Dorothy,769,3
MD,F,1920,Mary,1208,1
MD,F,1920,Margaret,642,2
MD,F,1920,Dorothy,583,3
VT,F,1920,Mary,132,1
VT,F,1920,Dorothy,94,2
VT,F,1920,Ruth,90,3
IA,F,1920,Mary,1213,1
IA,F,1920,Dorothy,985,2
IA,F,1920,Helen,788,3
NM,F,1920,Mary,307,1
NM,F,1920,Maria,119,2
NM,F,1920,Margaret,77,3
OK,F,1920,Mary,1313,1
OK,F,1920,Dorothy,700,2
OK,F,1920,Helen,577,3
SC,M,1920,James,2118,1
SC,M,1920,John,1290,2
SC,M,1920,William,1213,3
TN,M,1920,James,2412,1
TN,M,1920,William,1540,2
TN,M,1920,John,1258,3
WV,F,1920,Mary,1379,1
WV,F,1920,Virginia,633,2
WV,F,1920,Helen,597,3
TX,M,1920,James,2527,1
TX,M,1920,William,2075,2
TX,M,1920,John,1969,3
MO,F,1920,Mary,2022,1
MO,F,1920,Dorothy,1300,2
MO,F,1920,Helen,1054,3
WY,M,1920,Robert,115,1
WY,M,1920,John,110,2
WY,M,1920,William,101,3
ND,F,1920,Helen,233,1
ND,F,1920,Mary,230,2
ND,F,1920,Dorothy,209,3
PA,F,1920,Mary,7650,1
PA,F,1920,Helen,4969,2
PA,F,1920,Margaret,3667,3
UT,M,1920,Robert,223,1
UT,M,1920,William,191,2
UT,M,1920,John,179,3
LA,F,1920,Mary,1301,1
LA,F,1920,Dorothy,497,2
LA,F,1920,Helen,388,3
AL,F,1920,Mary,2360,1
AL,F,1920,Annie,965,2
AL,F,1920,Margaret,511,3
MA,F,1920,Mary,2970,1
MA,F,1920,Helen,1515,2
MA,F,1920,Dorothy,1239,3
DC,F,1920,Mary,255,1
DC,F,1920,Dorothy,179,2
DC,F,1920,Margaret,154,3
NV,F,1920,Mary,28,1
NV,F,1920,Helen,26,2
NV,F,1920,Margaret,17,3
MN,F,1920,Dorothy,889,1
MN,F,1920,Mary,825,2
MN,F,1920,Helen,795,3
CA,F,1920,Mary,1554,1
CA,F,1920,Dorothy,1091,2
CA,F,1920,Margaret,720,3
HI,M,1920,John,88,1
HI,M,1920,Robert,74,2
HI,M,1920,William,74,3
OK,M,1920,James,1149,1
OK,M,1920,William,930,2
OK,M,1920,John,900,3
WY,F,1920,Mary,112,1
WY,F,1920,Helen,79,2
WY,F,1920,Dorothy,71,3
NH,F,1920,Mary,156,1
NH,F,1920,Dorothy,136,2
NH,F,1920,Helen,120,3
AK,M,1920,John,21,1
AK,M,1920,William,19,2
AK,M,1920,Paul,16,3
FL,M,1920,James,746,1
FL,M,1920,John,570,2
FL,M,1920,William,497,3
AK,F,1920,Mary,38,1
AK,F,1920,Margaret,19,2
AK,F,1920,Helen,14,3
NY,F,1920,Mary,5299,1
NY,F,1920,Helen,3608,2
NY,F,1920,Dorothy,3420,3
UT,F,1920,Mary,222,1
UT,F,1920,Dorothy,161,2
UT,F,1920,Helen,156,3
IL,F,1920,Mary,3472,1
IL,F,1920,Dorothy,2561,2
IL,F,1920,Helen,2332,3
NM,M,1920,Jose,161,1
NM,M,1920,Joe,153,2
NM,M,1920,John,152,3
RI,M,1920,John,395,1
RI,M,1920,Joseph,330,2
RI,M,1920,William,258,3
SD,M,1920,Robert,358,1
SD,M,1920,John,223,2
SD,M,1920,Donald,200,3
WI,M,1920,Robert,1451,1
WI,M,1920,John,1006,2
WI,M,1920,William,677,3
IL,M,1920,Robert,3373,1
IL,M,1920,John,3036,2
IL,M,1920,William,2591,3
MT,M,1920,Robert,322,1
MT,M,1920,John,308,2
MT,M,1920,William,290,3
OH,M,1920,Robert,3860,1
OH,M,1920,John,2862,2
OH,M,1920,William,2777,3
KS,F,1920,Mary,890,1
KS,F,1920,Dorothy,626,2
KS,F,1920,Helen,521,3
OR,F,1920,Dorothy,274,1
OR,F,1920,Mary,271,2
OR,F,1920,Helen,211,3
WI,F,1920,Dorothy,1119,1
WI,F,1920,Mary,920,2
WI,F,1920,Ruth,758,3
NH,M,1920,Robert,222,1
NH,M,1920,John,153,2
NH,M,1920,George,114,3
NY,M,1920,John,5963,1
NY,M,1920,Joseph,4286,2
NY,M,1920,William,4236,3
CO,F,1920,Mary,576,1
CO,F,1920,Dorothy,377,2
CO,F,1920,Helen,336,3
PA,M,1920,John,7041,1
PA,M,1920,William,5115,2
PA,M,1920,Robert,4146,3
VA,M,1920,James,1888,1
VA,M,1920,William,1681,2
VA,M,1920,John,1315,3
AR,M,1920,James,1308,1
AR,M,1920,William,938,2
AR,M,1920,John,882,3
NJ,M,1920,John,2440,1
NJ,M,1920,William,1745,2
NJ,M,1920,Joseph,1609,3
MI,F,1920,Mary,1809,1
MI,F,1920,Helen,1456,2
MI,F,1920,Dorothy,1382,3
KS,M,1920,Robert,735,1
KS,M,1920,John,651,2
KS,M,1920,William,623,3
IA,M,1920,Robert,1389,1
IA,M,1920,John,929,2
IA,M,1920,William,749,3
OR,M,1920,Robert,442,1
OR,M,1920,William,302,2
OR,M,1920,John,265,3
RI,F,1920,Mary,452,1
RI,F,1920,Dorothy,206,2
RI,F,1920,Helen,180,3
ID,M,1920,Robert,231,1
ID,M,1920,William,210,2
ID,M,1920,John,181,3
IN,F,1921,Mary,2633,1
IN,F,1921,Dorothy,1073,2
IN,F,1921,Betty,1044,3
CO,M,1921,Robert,582,1
CO,M,1921,John,466,2
CO,M,1921,William,438,3
CO,F,1921,Mary,627,1
CO,F,1921,Dorothy,380,2
CO,F,1921,Helen,312,3
NY,M,1921,John,6035,1
NY,M,1921,William,4271,2
NY,M,1921,Robert,4255,3
CA,F,1921,Mary,1697,1
CA,F,1921,Dorothy,1162,2
CA,F,1921,Betty,780,3
NJ,F,1921,Mary,1922,1
NJ,F,1921,Helen,1420,2
NJ,F,1921,Dorothy,1165,3
WA,F,1921,Mary,531,1
WA,F,1921,Dorothy,455,2
WA,F,1921,Betty,368,3
AR,M,1921,James,1336,1
AR,M,1921,William,908,2
AR,M,1921,John,854,3
NE,M,1921,Robert,797,1
NE,M,1921,John,500,2
NE,M,1921,Donald,426,3
NJ,M,1921,John,2417,1
NJ,M,1921,William,1716,2
NJ,M,1921,Joseph,1580,3
KY,M,1921,James,2161,1
KY,M,1921,William,1689,2
KY,M,1921,John,1208,3
VT,M,1921,Robert,146,1
VT,M,1921,John,122,2
VT,M,1921,William,103,3
WV,M,1921,James,996,1
WV,M,1921,William,982,2
WV,M,1921,John,833,3
WI,M,1921,Robert,1637,1
WI,M,1921,John,1061,2
WI,M,1921,William,801,3
TN,F,1921,Mary,2256,1
TN,F,1921,Dorothy,812,2
TN,F,1921,Margaret,661,3
OH,F,1921,Mary,4386,1
OH,F,1921,Helen,2341,2
OH,F,1921,Dorothy,2231,3
NC,M,1921,James,2926,1
NC,M,1921,William,2199,2
NC,M,1921,John,1699,3
IN,M,1921,Robert,2254,1
IN,M,1921,William,1340,2
IN,M,1921,John,1320,3
NH,M,1921,Robert,249,1
NH,M,1921,John,166,2
NH,M,1921,George,129,3
TX,F,1921,Mary,3414,1
TX,F,1921,Dorothy,1927,2
TX,F,1921,Helen,978,3
MI,F,1921,Mary,1958,1
MI,F,1921,Helen,1502,2
MI,F,1921,Dorothy,1472,3
WY,F,1921,Mary,149,1
WY,F,1921,Dorothy,88,2
WY,F,1921,Helen,78,3
WV,F,1921,Mary,1494,1
WV,F,1921,Helen,659,2
WV,F,1921,Virginia,637,3
DE,F,1921,Mary,141,1
DE,F,1921,Helen,107,2
DE,F,1921,Dorothy,81,3
KY,F,1921,Mary,2510,1
KY,F,1921,Dorothy,989,2
KY,F,1921,Anna,641,3
SC,F,1921,Mary,1688,1
SC,F,1921,Annie,627,2
SC,F,1921,Margaret,562,3
IA,M,1921,Robert,1592,1
IA,M,1921,John,1003,2
IA,M,1921,William,804,3
MD,M,1921,William,1063,1
MD,M,1921,John,895,2
MD,M,1921,Charles,766,3
DC,F,1921,Mary,362,1
DC,F,1921,Dorothy,157,2
DC,F,1921,Margaret,146,3
OK,M,1921,James,1231,1
OK,M,1921,William,993,2
OK,M,1921,John,973,3
IL,F,1921,Mary,3674,1
IL,F,1921,Dorothy,2731,2
IL,F,1921,Helen,2249,3
WA,M,1921,Robert,858,1
WA,M,1921,William,507,2
WA,M,1921,John,504,3
AZ,F,1921,Mary,266,1
AZ,F,1921,Maria,109,2
AZ,F,1921,Margaret,86,3
SC,M,1921,James,2004,1
SC,M,1921,John,1245,2
SC,M,1921,William,1097,3
VA,F,1921,Mary,2059,1
VA,F,1921,Virginia,988,2
VA,F,1921,Dorothy,868,3
NM,M,1921,Jose,198,1
NM,M,1921,Joe,161,2
NM,M,1921,John,158,3
HI,M,1921,George,99,1
HI,M,1921,John,99,2
HI,M,1921,William,86,3
MA,M,1921,John,2784,1
MA,M,1921,Robert,1785,2
MA,M,1921,Joseph,1730,3
WY,M,1921,Robert,135,1
WY,M,1921,William,104,2
WY,M,1921,John,97,3
HI,F,1921,Mary,121,1
HI,F,1921,Margaret,88,2
HI,F,1921,Dorothy,76,3
MA,F,1921,Mary,3036,1
MA,F,1921,Helen,1367,2
MA,F,1921,Dorothy,1266,3
ND,F,1921,Mary,241,1
ND,F,1921,Dorothy,223,2
ND,F,1921,Margaret,207,3
MI,M,1921,Robert,2431,1
MI,M,1921,John,1763,2
MI,M,1921,William,1621,3
IL,M,1921,Robert,3761,1
IL,M,1921,John,3335,2
IL,M,1921,William,2679,3
UT,M,1921,Robert,263,1
UT,M,1921,John,207,2
UT,M,1921,William,202,3
ID,F,1921,Mary,207,1
ID,F,1921,Dorothy,167,2
ID,F,1921,Helen,154,3
NE,F,1921,Mary,574,1
NE,F,1921,Dorothy,544,2
NE,F,1921,Helen,389,3
PA,M,1921,John,7194,1
PA,M,1921,William,5441,2
PA,M,1921,Robert,4390,3
FL,F,1921,Mary,717,1
FL,F,1921,Dorothy,349,2
FL,F,1921,Margaret,228,3
VT,F,1921,Mary,154,1
VT,F,1921,Ruth,92,2
VT,F,1921,Helen,83,3
WI,F,1921,Dorothy,1199,1
WI,F,1921,Mary,950,2
WI,F,1921,Ruth,816,3
AZ,M,1921,John,149,1
AZ,M,1921,Robert,143,2
AZ,M,1921,William,116,3
OH,M,1921,Robert,4246,1
OH,M,1921,John,3010,2
OH,M,1921,William,2839,3
AR,F,1921,Mary,1190,1
AR,F,1921,Dorothy,507,2
AR,F,1921,Ruby,409,3
MO,F,1921,Mary,2122,1
MO,F,1921,Dorothy,1411,2
MO,F,1921,Helen,1038,3
ID,M,1921,Robert,253,1
ID,M,1921,John,179,2
ID,M,1921,William,179,3
TX,M,1921,James,2597,1
TX,M,1921,William,2015,2
TX,M,1921,John,1943,3
MS,F,1921,Mary,1525,1
MS,F,1921,Annie,599,2
MS,F,1921,Dorothy,377,3
GA,M,1921,James,2619,1
GA,M,1921,John,1802,2
GA,M,1921,William,1705,3
AK,F,1921,Mary,36,1
AK,F,1921,Dorothy,11,2
AK,F,1921,Alice,10,3
NY,F,1921,Mary,5413,1
NY,F,1921,Helen,3605,2
NY,F,1921,Dorothy,3367,3
KS,M,1921,Robert,787,1
KS,M,1921,John,697,2
KS,M,1921,William,665,3
MN,F,1921,Dorothy,953,1
MN,F,1921,Mary,872,2
MN,F,1921,Helen,685,3
AK,M,1921,John,35,1
AK,M,1921,William,18,2
AK,M,1921,George,17,3
FL,M,1921,James,802,1
FL,M,1921,John,569,2
FL,M,1921,William,512,3
VA,M,1921,James,1902,1
VA,M,1921,William,1697,2
VA,M,1921,John,1332,3
NH,F,1921,Mary,182,1
NH,F,1921,Rita,128,2
NH,F,1921,Dorothy,126,3
OR,M,1921,Robert,496,1
OR,M,1921,William,317,2
OR,M,1921,John,280,3
CA,M,1921,Robert,1875,1
CA,M,1921,John,1489,2
CA,M,1921,William,1416,3
NM,F,1921,Mary,416,1
NM,F,1921,Maria,112,2
NM,F,1921,Helen,95,3
NC,F,1921,Mary,2811,1
NC,F,1921,Margaret,1061,2
NC,F,1921,Annie,935,3
MN,M,1921,Robert,1381,1
MN,M,1921,John,970,2
MN,M,1921,Donald,811,3
MT,M,1921,Robert,305,1
MT,M,1921,John,286,2
MT,M,1921,William,249,3
SD,M,1921,Robert,378,1
SD,M,1921,John,263,2
SD,M,1921,Donald,218,3
MT,F,1921,Mary,326,1
MT,F,1921,Dorothy,206,2
MT,F,1921,Helen,187,3
OK,F,1921,Mary,1338,1
OK,F,1921,Dorothy,781,2
OK,F,1921,Helen,635,3
RI,F,1921,Mary,485,1
RI,F,1921,Dorothy,218,2
RI,F,1921,Helen,203,3
DC,M,1921,William,284,1
DC,M,1921,John,240,2
DC,M,1921,James,239,3
LA,M,1921,James,859,1
LA,M,1921,John,833,2
LA,M,1921,Joseph,775,3
MS,M,1921,James,1537,1
MS,M,1921,John,956,2
MS,M,1921,William,895,3
GA,F,1921,Mary,2474,1
GA,F,1921,Annie,1005,2
GA,F,1921,Dorothy,882,3
MO,M,1921,William,1544,1
MO,M,1921,James,1497,2
MO,M,1921,Robert,1405,3
NV,F,1921,Mary,33,1
NV,F,1921,Dorothy,20,2
NV,F,1921,Helen,20,3
AL,M,1921,James,2380,1
AL,M,1921,William,1466,2
AL,M,1921,John,1429,3
RI,M,1921,John,387,1
RI,M,1921,Joseph,346,2
RI,M,1921,William,269,3
ME,F,1921,Mary,293,1
ME,F,1921,Dorothy,222,2
ME,F,1921,Margaret,166,3
PA,F,1921,Mary,7772,1
PA,F,1921,Helen,4873,2
PA,F,1921,Dorothy,3857,3
KS,F,1921,Mary,1058,1
KS,F,1921,Dorothy,622,2
KS,F,1921,Betty,574,3
LA,F,1921,Mary,1195,1
LA,F,1921,Dorothy,640,2
LA,F,1921,Marie,418,3
DE,M,1921,William,155,1
DE,M,1921,John,151,2
DE,M,1921,James,110,3
UT,F,1921,Mary,235,1
UT,F,1921,Helen,181,2
UT,F,1921,Ruth,163,3
CT,M,1921,John,1045,1
CT,M,1921,Joseph,732,2
CT,M,1921,William,657,3
NV,M,1921,John,43,1
NV,M,1921,Robert,41,2
NV,M,1921,William,27,3
AL,F,1921,Mary,2316,1
AL,F,1921,Annie,957,2
AL,F,1921,Dorothy,567,3
OR,F,1921,Mary,326,1
OR,F,1921,Dorothy,266,2
OR,F,1921,Helen,206,3
ND,M,1921,John,296,1
ND,M,1921,Robert,276,2
ND,M,1921,William,190,3
SD,F,1921,Dorothy,276,1
SD,F,1921,Mary,273,2
SD,F,1921,Helen,204,3
TN,M,1921,James,2486,1
TN,M,1921,William,1693,2
TN,M,1921,John,1222,3
IA,F,1921,Mary,1215,1
IA,F,1921,Dorothy,1044,2
IA,F,1921,Helen,828,3
MD,F,1921,Mary,1302,1
MD,F,1921,Dorothy,669,2
MD,F,1921,Margaret,600,3
CT,F,1921,Mary,1010,1
CT,F,1921,Helen,640,2
CT,F,1921,Dorothy,443,3
ME,M,1921,Robert,289,1
ME,M,1921,John,268,2
ME,M,1921,William,196,3
MA,F,1922,Mary,2847,1
MA,F,1922,Helen,1361,2
MA,F,1922,Dorothy,1289,3
NE,M,1922,Robert,764,1
NE,M,1922,John,437,2
NE,M,1922,Donald,422,3
NM,F,1922,Mary,378,1
NM,F,1922,Helen,107,2
NM,F,1922,Margaret,100,3
WY,F,1922,Mary,130,1
WY,F,1922,Betty,76,2
WY,F,1922,Helen,73,3
NV,F,1922,Mary,30,1
NV,F,1922,Margaret,17,2
NV,F,1922,Dorothy,11,3
LA,M,1922,James,953,1
LA,M,1922,John,870,2
LA,M,1922,Joseph,780,3
SD,M,1922,Robert,368,1
SD,M,1922,John,230,2
SD,M,1922,Donald,228,3
MS,F,1922,Mary,1720,1
MS,F,1922,Annie,653,2
MS,F,1922,Willie,452,3
WI,F,1922,Dorothy,1049,1
WI,F,1922,Mary,969,2
WI,F,1922,Ruth,745,3
MI,M,1922,Robert,2489,1
MI,M,1922,John,1756,2
MI,M,1922,William,1617,3
TN,M,1922,James,2453,1
TN,M,1922,William,1685,2
TN,M,1922,John,1274,3
VA,M,1922,James,1823,1
VA,M,1922,William,1654,2
VA,M,1922,John,1275,3
WV,M,1922,James,1037,1
WV,M,1922,William,1028,2
WV,M,1922,John,821,3
SD,F,1922,Dorothy,250,1
SD,F,1922,Mary,249,2
SD,F,1922,Helen,190,3
ND,M,1922,Robert,289,1
ND,M,1922,John,275,2
ND,M,1922,James,176,3
NY,M,1922,John,6105,1
NY,M,1922,Robert,4488,2
NY,M,1922,Joseph,4248,3
VT,F,1922,Mary,129,1
VT,F,1922,Dorothy,92,2
VT,F,1922,Helen,89,3
IN,F,1922,Mary,2376,1
IN,F,1922,Betty,1284,2
IN,F,1922,Dorothy,985,3
LA,F,1922,Mary,1268,1
LA,F,1922,Dorothy,672,2
LA,F,1922,Helen,411,3
TN,F,1922,Mary,2245,1
TN,F,1922,Dorothy,887,2
TN,F,1922,Margaret,657,3
NC,M,1922,James,3018,1
NC,M,1922,William,2126,2
NC,M,1922,John,1809,3
PA,M,1922,John,7073,1
PA,M,1922,William,5162,2
PA,M,1922,Robert,4624,3
NV,M,1922,John,36,1
NV,M,1922,William,30,2
NV,M,1922,Robert,27,3
IL,M,1922,Robert,3879,1
IL,M,1922,John,3281,2
IL,M,1922,William,2771,3
CT,F,1922,Mary,836,1
CT,F,1922,Helen,576,2
CT,F,1922,Dorothy,412,3
NJ,M,1922,John,2300,1
NJ,M,1922,William,1696,2
NJ,M,1922,Joseph,1609,3
NH,F,1922,Mary,171,1
NH,F,1922,Dorothy,123,2
NH,F,1922,Rita,111,3
KS,M,1922,Robert,898,1
KS,M,1922,William,670,2
KS,M,1922,John,650,3
IA,F,1922,Mary,1144,1
IA,F,1922,Dorothy,1015,2
IA,F,1922,Betty,826,3
ID,M,1922,Robert,233,1
ID,M,1922,John,176,2
ID,M,1922,William,173,3
OH,F,1922,Mary,4383,1
OH,F,1922,Betty,2466,2
OH,F,1922,Helen,2120,3
IN,M,1922,Robert,2083,1
IN,M,1922,John,1327,2
IN,M,1922,William,1284,3
AL,M,1922,James,2534,1
AL,M,1922,William,1571,2
AL,M,1922,John,1497,3
MD,M,1922,William,1021,1
MD,M,1922,John,851,2
MD,M,1922,James,687,3
DC,M,1922,William,289,1
DC,M,1922,John,271,2
DC,M,1922,James,253,3
MD,F,1922,Mary,1189,1
MD,F,1922,Dorothy,646,2
MD,F,1922,Margaret,619,3
FL,M,1922,James,731,1
FL,M,1922,William,556,2
FL,M,1922,John,517,3
TX,F,1922,Mary,3371,1
TX,F,1922,Dorothy,1882,2
TX,F,1922,Maria,1007,3
MT,M,1922,Robert,345,1
MT,M,1922,John,293,2
MT,M,1922,William,274,3
NH,M,1922,Robert,250,1
NH,M,1922,John,174,2
NH,M,1922,George,133,3
AR,M,1922,James,1417,1
AR,M,1922,William,869,2
AR,M,1922,John,813,3
WA,M,1922,Robert,803,1
WA,M,1922,John,520,2
WA,M,1922,William,489,3
DE,F,1922,Mary,162,1
DE,F,1922,Dorothy,93,2
DE,F,1922,Helen,82,3
CA,M,1922,Robert,2115,1
CA,M,1922,John,1509,2
CA,M,1922,William,1429,3
OR,F,1922,Mary,271,1
OR,F,1922,Dorothy,255,2
OR,F,1922,Betty,245,3
GA,M,1922,James,2572,1
GA,M,1922,John,1724,2
GA,M,1922,William,1660,3
UT,M,1922,Robert,242,1
UT,M,1922,John,181,2
UT,M,1922,William,178,3
NY,F,1922,Mary,5305,1
NY,F,1922,Helen,3380,2
NY,F,1922,Dorothy,3261,3
ME,M,1922,Robert,328,1
ME,M,1922,John,254,2
ME,M,1922,George,204,3
GA,F,1922,Mary,2614,1
GA,F,1922,Annie,1070,2
GA,F,1922,Dorothy,900,3
WV,F,1922,Mary,1541,1
WV,F,1922,Virginia,674,2
WV,F,1922,Helen,663,3
MN,F,1922,Dorothy,937,1
MN,F,1922,Mary,849,2
MN,F,1922,Helen,657,3
WA,F,1922,Mary,531,1
WA,F,1922,Betty,447,2
WA,F,1922,Dorothy,400,3
AZ,M,1922,John,165,1
AZ,M,1922,Robert,129,2
AZ,M,1922,William,123,3
WI,M,1922,Robert,1635,1
WI,M,1922,John,1055,2
WI,M,1922,William,771,3
IL,F,1922,Mary,3519,1
IL,F,1922,Dorothy,2503,2
IL,F,1922,Helen,1975,3
NE,F,1922,Dorothy,558,1
NE,F,1922,Mary,531,2
NE,F,1922,Betty,470,3
OK,F,1922,Mary,1358,1
OK,F,1922,Dorothy,726,2
OK,F,1922,Betty,593,3
OH,M,1922,Robert,4080,1
OH,M,1922,John,2961,2
OH,M,1922,William,2657,3
MN,M,1922,Robert,1481,1
MN,M,1922,John,1043,2
MN,M,1922,Donald,898,3
RI,M,1922,John,405,1
RI,M,1922,Joseph,352,2
RI,M,1922,William,250,3
CA,F,1922,Mary,1733,1
CA,F,1922,Dorothy,1067,2
CA,F,1922,Betty,954,3
AZ,F,1922,Mary,252,1
AZ,F,1922,Maria,90,2
AZ,F,1922,Helen,79,3
MT,F,1922,Mary,281,1
MT,F,1922,Dorothy,178,2
MT,F,1922,Helen,169,3
ME,F,1922,Mary,296,1
ME,F,1922,Dorothy,213,2
ME,F,1922,Ruth,199,3
MO,F,1922,Mary,2107,1
MO,F,1922,Dorothy,1356,2
MO,F,1922,Helen,966,3
CO,M,1922,Robert,533,1
CO,M,1922,John,514,2
CO,M,1922,William,414,3
KY,M,1922,James,2071,1
KY,M,1922,William,1626,2
KY,M,1922,John,1217,3
OK,M,1922,James,1143,1
OK,M,1922,William,949,2
OK,M,1922,John,872,3
KY,F,1922,Mary,2442,1
KY,F,1922,Dorothy,957,2
KY,F,1922,Virginia,617,3
MO,M,1922,James,1464,1
MO,M,1922,Robert,1454,2
MO,M,1922,William,1442,3
FL,F,1922,Mary,706,1
FL,F,1922,Dorothy,346,2
FL,F,1922,Margaret,217,3
NC,F,1922,Mary,2855,1
NC,F,1922,Margaret,1009,2
NC,F,1922,Annie,982,3
AK,M,1922,Robert,22,1
AK,M,1922,William,22,2
AK,M,1922,John,21,3
CO,F,1922,Mary,612,1
CO,F,1922,Dorothy,346,2
CO,F,1922,Betty,329,3
DC,F,1922,Mary,347,1
DC,F,1922,Margaret,163,2
DC,F,1922,Dorothy,150,3
HI,M,1922,John,89,1
HI,M,1922,William,88,2
